# target delivery_s colour_int
estrack-malargue 176.9 16090392
estrack-kiruna 177.1 16090392
estrack-redu 177.1 16090392
estrack-cebreros 177.2 16090392
estrack-new-norcia 177.3 16090392
estrack-santa-maria 177.5 16090392
estrack-kourou 178.8 16090392
