# target delivery_s colour_int
oneweb-0018 74.6 5011624
oneweb-0006 149.7 5011624
oneweb-0026 167.1 5011624
estrack-redu 411.5 16090392
estrack-new-norcia 567.8 16090392
estrack-malargue 568.0 16090392
estrack-kiruna 568.1 16090392
estrack-santa-maria 568.1 16090392
estrack-kourou 568.2 16090392
estrack-cebreros 591.7 16090392
