# target delivery_s colour_int
oneweb-0012 60.4 5011624
oneweb-0026 320.9 5011624
oneweb-0018 359.7 5011624
estrack-new-norcia 882.6 16090392
estrack-santa-maria 883.3 16090392
estrack-kourou 887.9 16090392
estrack-cebreros 888.9 16090392
estrack-redu 890.3 16090392
estrack-kiruna 896.5 16090392
estrack-malargue 897.3 16090392
oneweb-0010 942.4 5011624
