# target delivery_s colour_int
oneweb-0018 359.0 5011624
estrack-new-norcia 862.4 16090392
estrack-kourou 888.0 16090392
estrack-redu 888.7 16090392
estrack-kiruna 888.7 16090392
estrack-malargue 890.9 16090392
estrack-santa-maria 891.7 16090392
estrack-cebreros 893.1 16090392
