# target delivery_s colour_int
oneweb-0012 84.9 5011624
oneweb-0026 102.6 5011624
oneweb-0006 122.4 5011624
oneweb-0018 367.3 5011624
estrack-new-norcia 843.9 16090392
estrack-redu 851.7 16090392
estrack-santa-maria 860.4 16090392
estrack-kiruna 862.1 16090392
estrack-kourou 868.4 16090392
estrack-malargue 872.8 16090392
estrack-cebreros 878.9 16090392
