# target delivery_s colour_int
oneweb-0018 23.2 5011624
oneweb-0012 23.6 5011624
oneweb-0026 98.6 5011624
oneweb-0006 102.7 5011624
oneweb-0010 644.6 5011624
oneweb-0011 946.4 5011624
estrack-redu 1295.9 16090392
estrack-cebreros 1296.0 16090392
estrack-santa-maria 1296.0 16090392
estrack-kourou 1296.0 16090392
estrack-new-norcia 1296.1 16090392
estrack-kiruna 1296.1 16090392
estrack-malargue 1296.2 16090392
