# target delivery_s colour_int
oneweb-0010 41.2 5546571
oneweb-0017 41.7 5546571
oneweb-0013 46.7 5546571
oneweb-0027 51.9 5546571
oneweb-0018 56.6 5546571
oneweb-0026 181.1 5546571
oneweb-0006 245.0 5011624
estrack-new-norcia 746.1 16090392
estrack-kiruna 746.5 16090392
estrack-cebreros 746.5 16090392
estrack-malargue 746.5 16090392
estrack-kourou 746.5 16090392
estrack-redu 746.6 16090392
estrack-santa-maria 746.6 16090392
