# target delivery_s colour_int
oneweb-0614 156.5 5546571
orbcomm-fm06 157.9 5546571
estrack-redu 268.1 16090392
estrack-new-norcia 268.2 16090392
estrack-kiruna 268.3 16090392
estrack-malargue 268.3 16090392
estrack-cebreros 268.3 16090392
estrack-santa-maria 268.5 16090392
