# target delivery_s colour_int
estrack-santa-maria 4.6 16090392
estrack-kiruna 5.7 16090392
estrack-new-norcia 7.0 16090392
estrack-malargue 7.7 16090392
estrack-kourou 17.7 16090392
estrack-redu 710.3 16090392
