# target delivery_s colour_int
estrack-cebreros 9.2 16090392
estrack-kourou 9.2 16090392
estrack-kiruna 9.2 16090392
estrack-new-norcia 9.3 16090392
estrack-malargue 9.3 16090392
oneweb-0013 14.7 5546571
estrack-redu 15.1 16090392
oneweb-0010 15.7 5546571
estrack-santa-maria 17.7 16090392
oneweb-0017 48.0 5546571
oneweb-0027 50.8 5546571
oneweb-0018 89.9 5546571
oneweb-0026 159.1 5011624
oneweb-0006 162.4 5011624
