# target delivery_s colour_int
oneweb-0018 182.1 5011624
oneweb-0026 468.1 5011624
estrack-cebreros 794.4 16090392
estrack-new-norcia 794.7 16090392
estrack-redu 794.8 16090392
estrack-santa-maria 794.8 16090392
estrack-kourou 795.0 16090392
estrack-kiruna 795.8 16090392
estrack-malargue 801.2 16090392
