# target delivery_s colour_int
lemur-2-squirrelcomm 36.5 5546571
oneweb-0173 40.5 5546571
orbcomm-fm06 48.5 5546571
oneweb-0614 50.9 5546571
flock-4h-9 58.7 5546571
flock-4be-17 126.4 5546571
iridium-116 165.8 5546571
estrack-malargue 169.2 16090392
estrack-kiruna 169.3 16090392
estrack-santa-maria 169.4 16090392
estrack-cebreros 169.5 16090392
estrack-new-norcia 169.5 16090392
estrack-redu 169.8 16090392
estrack-kourou 178.4 16090392
globalstar-m081 1569.8 5546571
