# target delivery_s colour_int
estrack-malargue 9.8 16090392
estrack-kiruna 9.8 16090392
estrack-redu 9.8 16090392
estrack-cebreros 9.9 16090392
estrack-new-norcia 9.9 16090392
estrack-kourou 10.0 16090392
estrack-santa-maria 18.6 16090392
oneweb-0027 50.8 5011624
oneweb-0013 54.8 5546571
oneweb-0017 55.1 5546571
oneweb-0026 204.6 5546571
oneweb-0006 224.2 5546571
