# target delivery_s colour_int
oneweb-0018 678.7 5011624
estrack-new-norcia 849.3 16090392
estrack-kourou 849.6 16090392
estrack-cebreros 850.4 16090392
estrack-malargue 853.2 16090392
estrack-redu 853.6 16090392
estrack-santa-maria 854.1 16090392
estrack-kiruna 856.7 16090392
oneweb-0026 921.7 5011624
oneweb-0010 932.7 5011624
