# target delivery_s colour_int
oneweb-0026 72.0 5011624
oneweb-0018 197.8 5011624
oneweb-0010 789.7 5011624
estrack-kiruna 805.3 16090392
estrack-cebreros 805.4 16090392
estrack-redu 805.4 16090392
estrack-new-norcia 805.5 16090392
estrack-santa-maria 805.5 16090392
estrack-kourou 806.3 16090392
estrack-malargue 808.1 16090392
