# target delivery_s colour_int
oneweb-0018 79.0 5011624
oneweb-0006 124.5 5011624
oneweb-0026 154.2 5011624
oneweb-0010 204.2 5011624
estrack-redu 364.6 16090392
estrack-new-norcia 525.8 16090392
estrack-malargue 526.2 16090392
estrack-kourou 526.3 16090392
estrack-santa-maria 526.3 16090392
estrack-kiruna 526.4 16090392
estrack-cebreros 526.4 16090392
