# target delivery_s colour_int
oneweb-0173 80.1 5546571
lemur-2-squirrelcomm 80.2 5546571
flock-4h-9 83.3 5546571
orbcomm-fm06 99.3 5546571
iridium-116 101.3 5546571
oneweb-0614 110.8 5546571
estrack-malargue 120.9 16090392
estrack-cebreros 121.1 16090392
estrack-kourou 121.2 16090392
estrack-kiruna 121.2 16090392
estrack-santa-maria 121.3 16090392
estrack-redu 121.4 16090392
estrack-new-norcia 121.4 16090392
flock-4be-17 156.4 5546571
globalstar-m081 1668.2 5546571
