# target delivery_s colour_int
estrack-malargue 16.0 16090392
estrack-kourou 17.0 16090392
estrack-cebreros 17.2 16090392
estrack-new-norcia 17.3 16090392
estrack-santa-maria 17.4 16090392
estrack-redu 17.4 16090392
estrack-kiruna 17.8 16090392
lemur-2-squirrelcomm 47.5 5546571
flock-4h-9 50.2 5546571
oneweb-0173 52.2 5546571
orbcomm-fm06 52.5 5546571
oneweb-0614 79.7 5546571
flock-4be-17 102.7 5546571
iridium-116 181.1 5546571
globalstar-m081 1558.4 5546571
